"","subclass_original","subclass","Zdhhc1","Zdhhc2","Zdhhc3","Zdhhc4","Zdhhc5","Zdhhc6","Zdhhc7","Zdhhc8","Zdhhc9","Zdhhc11","Zdhhc12","Zdhhc13","Zdhhc14","Zdhhc15","Zdhhc16","Zdhhc17","Zdhhc18","Zdhhc19","Zdhhc20","Zdhhc21","Zdhhc22","Zdhhc23","Zdhhc24","Zdhhc25","Abhd4","Abhd6","Abhd10","Abhd11","Abhd12","Abhd13","Abhd16a","Abhd17a","Abhd17b","Abhd17c","Golga7","Golga7b","Lypla1","Lypla2","Ppt1","Selenok","descriptor","neuron_type"
"15","015 ENTmv-PA-COAp Glut","ENTmv-PA-COAp Glut",2.68057826166592,3.14152331330017,2.54732442485363,1.52786792234133,1.58838800434186,2.80911037272052,1.68396610559665,2.8284002230066,1.99905286747561,0.0167223755953683,0.170973971338555,2.30633571395085,5.80592195739146,1.2286722024791,1.18814187516427,4.93443160120942,1.96714421407247,0.081304958134664,4.98284105874108,4.43790394529466,2.75934856529491,1.57559720631179,1.10351516725577,0,0.505326782330983,4.46345628238238,1.3718065550387,1.26461834274341,5.4194599587902,1.82785288566896,1.78347567784349,3.78108943369615,3.91402343344258,2.88322143118674,3.19183270141144,4.09615003090649,1.99079346670685,2.42717639693147,4.408425920497,5.47399090797178,"Entorhinal area, medial part, ventral zone-Posterior amygdalar nucleus-Cortical amygdalar area, posterior part; glutamatergic neuron","glutamatergic"
"16","016 CA1-ProS Glut","CA1-ProS Glut",2.20928955680345,6.78861022071295,3.96381427097587,1.87783929821708,2.52888620736798,3.16727084688411,1.96988210071638,2.95375962126185,2.17164953746403,0.0259143221656332,0.439726603253109,2.44900363790131,6.89066111234726,1.10797118142227,1.52304925890248,5.23799074649084,2.34507214151147,0.0438301255486779,5.82997985993497,4.7811332186803,0.195856171709659,4.35852063148352,1.80198608105615,0,0.744001342743198,5.07675782004934,1.38501157751985,1.50782278523842,6.98221967351659,2.86461294563948,2.20844660391913,4.65194089486016,4.4764568402851,4.14907150126294,3.80974609522169,4.64436892758802,2.54142862151203,4.21241534219852,5.03664304420485,6.44062569703915,"Field CA1-Prosubiculum; glutamatergic neuron","glutamatergic"
"17","017 CA3 Glut","CA3 Glut",2.46102519504061,3.06347016112757,4.27776630774217,2.19015029379961,2.97766130352184,3.53868107782949,2.79411281858172,3.93706328769924,2.51808491904915,0.0084611047269464,0.543689166366495,3.17189699779575,6.81217986070579,1.20814466822966,1.93826203461153,5.89163168968993,2.81701504671225,0.0445182426045561,5.81498179747603,5.6228518665669,0.212410287707503,4.77629606585631,2.22694449243274,0,0.850855912047879,5.52203346119485,1.75914269196734,2.09195704354363,7.13925311122667,3.00427454305347,3.35663721738798,5.40261847737141,5.24924863280747,3.37884240826176,4.15366551159764,5.48454463958375,3.14909950623117,4.48675301973668,5.33785666400831,6.42557411582321,"Field CA3; glutamatergic neuron","glutamatergic"
"18","018 L2 IT PPP-APr Glut","L2 IT PPP-APr Glut",2.24072852675476,3.87502806733896,2.93882513861568,1.02041305332132,1.62903953128288,3.27374584763275,1.15285918941085,2.39987434836038,1.79696863475133,0.0079044505285885,0.0562866326461804,1.53832457188108,4.62387894533885,0.665080597586757,1.02669742583676,4.32191814060742,1.37810159940992,0.0344050847212719,4.20241599017538,3.91311107955908,1.97663623992774,0.955522712130082,0.89949213118052,0,0.433673126850467,3.58485130880494,1.1759850317857,0.947094292922587,4.97674848067889,1.58979637029551,1.43018492558824,3.60353831276643,3.83878761423979,2.19987122638517,2.81117415377493,5.30444078085227,2.0847381288891,1.82362044488628,4.20082971006862,5.49495231948643,"cortical layer 2; intratelencephalic-projecting glutamatergic cortical neuron; glutamatergic neuron","glutamatergic"
"19","019 L2/3 IT PPP Glut","L2/3 IT PPP Glut",2.35900632297138,4.12398222056872,3.43221272065642,1.01233547384089,1.82789320434167,3.36721787101819,1.29934809795815,2.89167162874123,1.66861039837234,0.0190579200254269,0.0906411806881987,2.04427840273433,4.35070406019501,0.799205327229209,1.13747546697704,4.90328470897443,1.57359868549231,0.0317299252723983,4.8868522321147,4.03233546625392,3.48880086800712,3.30837582167845,1.12042038044499,0,0.495122927173642,3.53132701556849,1.32194485119617,1.27253908874255,5.49782774990213,1.78112211362976,1.7955050783214,3.90954388997231,3.57950762339761,1.94160457871747,3.43638238159692,5.29407934875755,2.25258729479387,2.04318241610247,4.46488128602557,5.86000778216205,"intratelencephalic-projecting glutamatergic cortical neuron; glutamatergic neuron","glutamatergic"
"20","020 L2/3 IT RSP Glut","L2/3 IT RSP Glut",1.87192652861933,2.16987090820274,2.77688888156843,0.72540016521337,1.2775663809279,2.86924532576737,0.831033049868919,2.53285444948908,1.20167297263952,0.00237593707015532,0.0670794976972873,1.09406533834157,1.78123426043994,0.381999811307079,0.863292926792264,4.22179275052155,1.32995478125551,0.0245854672503317,4.0068212756987,3.71381268717643,2.14844638499781,1.26009676320172,0.951981011951539,0,0.423519132835555,2.36329111384165,0.99463675724596,1.35231536799624,5.16019110718965,1.1056425155017,1.35620672721756,3.12200453084711,2.86027085620934,1.05896091454859,2.57802689171006,3.79769299655503,1.69839909119541,1.74092877509668,3.87244570572796,5.72428049240382,"intratelencephalic-projecting glutamatergic cortical neuron; Retrosplenial area; glutamatergic neuron","glutamatergic"
"21","021 L4 RSP-ACA Glut","L4 RSP-ACA Glut",2.31794145429846,7.2810142785964,4.2485414874797,1.31195785853328,3.17220246368345,3.79985841839762,1.97670791291506,4.81782537324809,3.01352617349574,0.0101338112615584,0.163085409987631,2.22782990667555,4.1524183988391,0.999652194616386,1.93158236342853,5.24864968626407,2.51139921482458,0.0397981459141138,4.26876157517696,6.35537954800434,3.49292691299975,5.31880084597875,1.95771451937098,0,0.736246376044806,4.86450594907805,1.62813676003696,2.36199431076972,7.25205970794436,3.01872186729247,2.82157724911033,5.66167097015986,4.67505023809247,1.8017151624978,4.37103590770644,6.45069868649305,3.21124883346817,3.5359432227307,5.6166578316274,7.66111872983718,"cortical layer 4; Retrosplenial area-Anterior cingulate area; glutamatergic neuron","glutamatergic"
"22","022 L5 ET CTX Glut","L5 ET CTX Glut",2.8638593071627,5.04043957114745,4.23866654990305,1.54664392238113,2.74776634405763,3.08168593882685,2.21481234481152,4.12405575928982,3.10143644049457,0.00955680767736901,0.449392877183085,2.21433470462413,4.89884083974391,1.68944109667129,1.73568368999661,5.53542886652765,2.95418473672271,0.0414360068067272,5.37719748086815,6.26248281115173,0.930739650033466,3.89720070732917,1.6480706955477,0.0002188398432883,0.770236501839934,5.27190793611332,1.69650763989093,1.84458167844883,7.28498575528373,3.00846389873355,2.25790535823547,5.33978290482828,4.78763349060777,2.84430670489395,4.07291578344772,4.7532309263319,2.80198923681485,3.77595997931073,5.65137385205203,7.153784024388,"cortical layer 5; extratelencephalic-projecting glutamatergic cortical neuron; Cerebral cortex; glutamatergic neuron","glutamatergic"
"23","023 SUB-ProS Glut","SUB-ProS Glut",2.6179561933741,6.06815274081545,4.14852612722972,1.49016065412206,2.84382046937664,2.91477989443278,2.07946580738996,3.15321375531526,2.37213007610211,0.014028911002542,0.367845779967406,2.16711268475152,5.26521489071191,1.76946296561607,1.65023780011908,5.6043828402187,2.85932253944741,0.0339992676542071,5.6440187145018,5.20571440663831,0.251383023328909,4.10822843508996,1.5762329912548,0,0.703369272793336,4.93453808840362,1.62280814975831,1.66016957332766,6.93429657940555,3.18665432818517,2.09279784607232,4.64766107986435,4.85283639941698,3.63443576021546,3.95919047417103,5.34230407520319,2.93147293428174,3.4451615765804,5.35019541075883,6.39251840055372,"Subiculum-Prosubiculum; glutamatergic neuron","glutamatergic"
"24","024 L5 PPP Glut","L5 PPP Glut",2.39972581082031,3.74413276787232,3.72246681408388,1.11502014405253,1.78798382355719,2.56742583069147,1.19328592170854,2.17198886307014,1.54520688070303,0.0144511760115957,0.127798171270461,1.28384115799468,6.01045859227327,0.939411763550521,0.976429483469795,5.07061949898215,2.18177954773275,0.0323822134349193,4.74853305706457,4.64823953410824,1.38714918085173,1.09272404795601,0.955703476897809,0,0.515619226029607,4.20239051884296,1.2921104058832,1.7227020641001,5.98966131457428,1.93277528840287,1.45112047926718,3.70752540506235,4.13653464661259,1.775214151508,3.30623876948317,5.0881880311405,2.93130014323387,2.35926663691924,4.57237618610639,6.3064116159407,"cortical layer 5; glutamatergic neuron","glutamatergic"
"25","025 CA2-FC-IG Glut","CA2-FC-IG Glut",2.50546772517264,1.66582171395421,3.76488946713507,1.59554021060467,2.42302362695336,2.5452640671283,2.00487519241869,4.1167404294014,2.00551009885967,0,0.503573809936643,2.20211899839342,3.55804694108665,0.802399396151304,1.50984482429922,4.75658470615745,1.47419755458832,0.0296998225152493,4.9071231905371,4.73221217803657,0.677242304384708,6.04401664584875,1.87520703226328,0,0.53896930590272,4.56941340230405,1.17499581687152,1.60571588724852,6.73624885305762,2.87230789773166,2.73865584172308,5.23803231753409,4.59210141338408,2.17558173127472,3.59138210229576,5.5771320424974,2.4722526140511,3.39131937101483,4.23680937178433,6.04129276871681,"Field CA2-Fasciola cinerea-Induseum griseum; glutamatergic neuron","glutamatergic"
"26","026 NLOT Rho Glut","NLOT Rho Glut",2.18759963492101,4.73673057369888,3.66781216893684,1.47167634726925,2.24348866651681,2.54592036676,2.37569514780559,4.23933699591593,2.16315681825985,0,0.239805064587431,2.04531379924579,6.11420567367565,1.16344606757841,1.58076604862105,4.85430643114854,1.82053174450994,0.0723474438894879,5.07543262500655,4.79146031764421,3.35165999101644,1.1142115697942,1.65975596857342,0,0.469663795253093,4.81014249575409,1.40669553676112,2.0776001160795,6.83591651814905,2.37332458573986,2.26789774762636,5.75793911923062,3.63226213712584,2.34761389751326,3.59181157787415,8.22080454704436,2.29852350360968,3.63409658030353,4.82504186525264,6.79881580377167,"Nucleus of the lateral olfactory tract; rhodopsin; glutamatergic neuron","glutamatergic"
"27","027 L6b EPd Glut","L6b EPd Glut",3.47998388647446,6.95473276511789,4.10834729148837,1.77016069119787,3.2509892503029,2.89615560852248,2.9262898861481,4.25100439692953,4.34900802943507,0.0111099045852135,1.00532064784337,2.57890655507008,5.72958700880041,1.56136874066198,1.76227517762208,5.89829167397739,2.67150245441005,0.0635086366695723,5.32321797785501,6.10798161810842,4.44794455696209,2.43612614423771,2.21516222249111,0,0.553066830916945,5.06926496968481,2.11352256113672,2.64885721329985,7.12183033409964,2.81096025200313,2.90123889064554,6.1300109366478,4.73755676035811,2.69741914137244,4.36304567870248,5.88187980082235,3.02150454985097,4.04219480964351,5.0264257371132,6.74183017168139,"cortical layer 6b; Endopiriform nucleus, dorsal part; glutamatergic neuron","glutamatergic"
"28","028 L6b/CT ENT Glut","L6b/CT ENT Glut",2.16685390151115,4.6511195230274,3.06814501474949,1.11234821877373,1.67861930890031,2.34666872296882,1.40021744393156,2.42075579849414,2.62643686202599,0.04470989035549,0.231112751299291,2.36615074502366,5.4768443464948,0.745457773299756,1.08038346741081,4.49223926144962,1.34146369157735,0.0356834332889917,4.59356584752053,4.45009773726675,2.20461642839169,2.29605231250206,1.12686069526654,0,0.333438332052004,3.85286598783545,1.24240342035781,1.42159454369876,5.79358548512472,1.62128656309577,1.79008469003803,4.4825080169463,3.37123230581624,1.91138331671517,3.15526340302201,5.10594865003771,2.17281030125808,2.65962465248732,4.1823625956184,6.07429826353065,"Entorhinal area; glutamatergic neuron","glutamatergic"
"29","029 L6b CTX Glut","L6b CTX Glut",2.64542472678069,5.95238785715717,3.65567213354425,1.16061714896279,2.16512882084334,2.29987993030622,1.83781714377231,3.28092442129201,4.10097083425935,0.0128678397190892,0.497922453456571,2.49992289153103,4.23422601430828,0.940143675231877,1.35103107577047,5.64106351798512,1.74437176687751,0.03424981836419,4.60292998562169,5.45138763318502,4.34222556707432,3.19665314169212,1.41364955240155,0,0.385043685300301,3.90255809294097,1.41691251779293,1.60806034958675,6.79574917838258,2.07028101178375,2.48100375129116,5.42133234135368,3.50489413325425,1.63263428195791,4.0253526086961,6.76464394742974,2.52750317049639,3.33320804373733,4.75013747914227,7.0895201556065,"cortical layer 6b; Cerebral cortex; glutamatergic neuron","glutamatergic"
"30","030 L6 CT CTX Glut","L6 CT CTX Glut",2.65094342593171,4.60257067327983,3.70864799375357,1.20127179001996,2.09297600915638,2.54201581315026,1.55366826340001,3.09186432911173,3.30854579545724,0.0191045609294738,0.326910962611514,2.82454585789468,4.92336129085628,0.863329811446701,1.22269354723865,5.05693729091519,1.56093029035333,0.0376229759318557,5.04341018565852,5.6052602285052,4.17052550883163,3.23699602300261,1.31460113118651,0,0.474738797046779,3.0426626172311,1.21714134083751,1.226728472109,6.68087217452844,1.96119424651734,2.20640915907612,5.16698034327846,3.35176247890865,1.89219964189029,3.61132899834655,5.92295950669471,2.1985370611017,3.09771637823116,4.87845299174519,6.63393171746633,"cortical layer 6; corticothalamic-projecting glutamatergic cortical neuron; Cerebral cortex; glutamatergic neuron","glutamatergic"
"31","031 CT SUB Glut","CT SUB Glut",2.26629774197707,4.02830823691621,3.14142094395422,0.961557752918929,1.55854262440573,2.54321624187632,1.0673169000732,2.08012090582198,1.92451310063214,0.0259970904250716,0.139785905272348,1.90078916956605,3.73640206990003,0.660357733008317,0.90974620594705,4.74108047446307,1.27090340364675,0.0165564220173698,4.68954202541919,4.06949175435177,2.26843004549416,1.98131717880282,0.871112143523617,0,0.371054149088864,2.61422420331985,1.12600956931939,1.07670219692505,5.58600078542987,1.28769940397146,1.68993929678244,3.51451103030842,3.03309623874198,1.33569951695576,2.82839473764752,4.38007992628043,2.08863082128513,2.04667619264236,4.30561806516247,5.82278267723511,"corticothalamic-projecting glutamatergic cortical neuron; Subiculum; glutamatergic neuron","glutamatergic"
"32","032 L5 NP CTX Glut","L5 NP CTX Glut",2.38832492493573,4.67245293132355,3.11255694253855,0.825904513019171,1.61432132573445,2.02972635197736,1.05072586583122,2.38117523562824,1.41514416227081,0.00533335047926621,0.14115598793233,1.24940970690833,1.44885158731236,0.898727354916905,0.953412959080653,5.27420302087566,1.0838339442745,0.024581760445392,4.38839673467776,4.27478446391153,2.24839401634859,2.97862680017922,0.839897322941989,0,0.419061285905592,2.31334046090063,1.28411964681289,1.04414165324424,5.87523675499642,1.38474773435633,1.72675112091319,3.42345488494162,2.88698715447818,0.905205756478323,3.23611311266164,4.05842328855984,1.58632512557446,1.77505155488807,4.31158850003276,6.10887099647858,"cortical layer 5; near-projecting glutamatergic cortical neuron; Cerebral cortex; glutamatergic neuron","glutamatergic"
"33","033 NP SUB Glut","NP SUB Glut",2.52191763181991,4.95302051193309,3.7062381736945,1.04081781552388,2.26653253521732,2.33235189833385,1.56832848275175,3.02217944241055,1.74104298536594,0.00674895728101578,0.163697774766665,1.5662702058154,2.43328181060547,1.45892414602036,1.34997085364014,5.51935443511376,1.68617401647291,0.0307093051590663,4.35822879385706,4.78695946732868,1.89082835997483,3.66130482527618,1.06396445497892,0,0.598759927839603,2.40531427836037,1.72984338048927,1.50211807293885,6.786651425853,1.90172017978826,2.32145226304521,3.74645947216211,3.50711343847269,1.23688779946509,3.9077420475175,5.72131127456449,2.23421886039922,2.73922234219979,4.35363637674357,6.50513795325303,"near-projecting glutamatergic cortical neuron; Subiculum; glutamatergic neuron","glutamatergic"
