cluster,Zdhhc1,Zdhhc2,Zdhhc3,Zdhhc4,Zdhhc5,Zdhhc6,Zdhhc7,Zdhhc8,Zdhhc9,Zdhhc11,Zdhhc12,Zdhhc13,Zdhhc14,Zdhhc15,Zdhhc16,Zdhhc17,Zdhhc18,Zdhhc19,Zdhhc20,Zdhhc21,Zdhhc22,Zdhhc23,Zdhhc24,Zdhhc25,Abhd4,Abhd6,Abhd10,Abhd11,Abhd12,Abhd13,Abhd16a,Abhd17a,Abhd17b,Abhd17c,Golga7,Golga7b,Lypla1,Lypla2,Ppt1,Selenok,subclass_id_label,class_id_label,cluster.markers.combo,descriptor,neuron_type
0011 IT EP-CLA Glut_1,3.176794319579757,4.289854797271618,3.999114721836896,1.8205061928860211,2.4931392858026844,3.099266105611674,2.7684989339666513,4.339300413050096,3.811134745683852,0.04320481280263432,0.554225572714137,2.869607624684297,7.050705695324936,1.3384554194650655,1.7684186846900725,6.238043309513717,2.6409300327928857,0.05009350845733703,5.930867173469247,5.569094897415232,5.121641933486366,0.9467703497197928,2.012279750486202,0,0.5681986793081096,5.295787585417325,1.695186328856548,1.890745598207264,6.872036290686722,2.5540739477583263,2.474279279846985,5.713984492423112,4.433629729859212,2.8152745536003088,4.110169040913484,5.69261388954479,2.8284094074668658,3.565053748488034,4.892497348188962,6.7698230314913985,002 IT EP-CLA Glut,01 IT-ET Glut,"Osr1,Satb2,Zfhx4,Lpl",intratelencephalic-projecting glutamatergic cortical neuron; Endopiriform nucleus-Claustrum; glutamatergic neuron,glutamatergic
0012 IT EP-CLA Glut_1,2.4846255037519667,3.7288066131900055,3.1964163838010844,1.4468652684279162,1.9636492319781371,2.5680928044848974,2.3609514477277043,3.8247717659882823,3.138963732815752,0,0.351304427060214,2.757140351786758,6.843408057183931,0.8360822624630398,1.4379945227594086,5.633586638383191,1.896890662414859,0.0605739227449051,5.344066060191453,5.2415273541151874,5.167101710252087,0.968721311983436,1.4083487411942144,0,0.4435375769933065,4.868302663648971,1.3376123885915736,1.7142031508262712,6.527002608655679,2.0216730076857288,2.3548508422543306,5.1520618693997164,3.6678084175996104,2.323579544972892,3.5418096094420464,5.19646038720102,2.257892970364503,2.9821499400668676,4.497595785603378,6.771921888987223,002 IT EP-CLA Glut,01 IT-ET Glut,"Osr1,Rab38,Serpina3n",intratelencephalic-projecting glutamatergic cortical neuron; Endopiriform nucleus-Claustrum; glutamatergic neuron,glutamatergic
0013 IT EP-CLA Glut_2,2.313847811325737,5.083340274621241,3.482806481189609,1.531061905511418,2.3886617547977043,2.203568156461538,2.0438942457578197,3.3191777119725385,2.4545941641612083,0,0.12675165685807696,2.3895263479363105,6.674120660153975,0.7579029235780609,1.0052445201399904,5.657927878895161,2.0097727449784366,0.07249761960521248,4.944299247694311,4.196615491594587,3.290848191480459,0.4826428475587264,1.0188498807990032,0,0.2463729144623561,4.275549373271303,1.0499681663809357,1.3876173274117227,6.5263091214695335,2.100002085200008,1.5784603061142914,5.046590673257105,4.448507739890436,1.5551713845744637,3.506640484614402,3.765560957215587,1.433814227210809,2.4385925301853915,4.553458791341841,6.612662746299128,002 IT EP-CLA Glut,01 IT-ET Glut,"Txk,Sfrp2",intratelencephalic-projecting glutamatergic cortical neuron; Endopiriform nucleus-Claustrum; glutamatergic neuron,glutamatergic
0014 IT EP-CLA Glut_2,2.876782725921649,4.476807226421415,3.062994715181762,1.6454849532411573,1.761061146346363,2.846562257503874,2.148378120575131,3.0280902169478092,2.5460396531894713,0.0261667277422614,0.2212995817299024,2.486293730662765,6.011271374526097,1.3887588418976298,1.2987312767895989,5.419308001919265,2.005886264066393,0.07929848529424768,5.4128565664707,5.164955432339187,3.145885412488023,1.0596070724887197,1.34651977294185,0,0.43626874439567503,4.864115330018762,1.3657597905755463,1.7705036813154098,6.120100386993624,1.8334107269808315,1.7596452466450254,4.939681421320346,3.9163102174114144,3.011508114346346,3.2733783126579437,4.786956008949325,2.547097946364691,2.778590332633334,4.414977416834927,6.369742282849459,002 IT EP-CLA Glut,01 IT-ET Glut,"1700023F02Rik,Rab38,Chst9,Vmn2r87",intratelencephalic-projecting glutamatergic cortical neuron; Endopiriform nucleus-Claustrum; glutamatergic neuron,glutamatergic
0015 IT EP-CLA Glut_2,2.0257267920594466,3.891339782037233,3.0830501663057426,1.5995032912806462,1.9734202066534443,2.7894664108753204,2.4213767475203465,3.5072667026206066,2.602051840800988,0,0.08134980107608594,2.2982263329781984,7.149187633865758,0.8372169137001038,1.2431291349624332,5.1911696995559495,1.7616671959036274,0.04900437593460083,4.9493284821510315,4.528391752588122,2.578446203940793,0.7386688409667266,1.4121182074672298,0,0.30528921045755086,4.286220814052381,0.925183320516034,1.6158295069870197,6.323925582986129,2.070503250548714,1.9769092460996227,5.193889112848985,4.613590569872605,2.537174782470653,3.426969390950705,4.425237861118819,2.3570170143717215,2.6789330361705077,4.622590265775981,6.735028047310679,002 IT EP-CLA Glut,01 IT-ET Glut,"Osr1,Onecut1,Egr2",intratelencephalic-projecting glutamatergic cortical neuron; Endopiriform nucleus-Claustrum; glutamatergic neuron,glutamatergic
0016 IT EP-CLA Glut_2,2.490902821042321,5.932411857084794,3.8148231598463926,1.8479284568266432,3.164010136235844,2.632465942881324,2.66702347072688,4.523725837469101,2.974721631678668,0.01086579344489357,0.2808691089803522,2.2094324269077994,6.627193583141674,1.0135196935046802,1.295106592503461,5.310559124296362,2.6902554322372785,0.06218909567052667,5.102296327460896,5.166532409191132,4.2894978089766065,1.1106224011291157,1.5216601859439502,0,0.3006475318561901,4.893368341164155,1.347536564957012,1.5987761129032485,6.87132551019842,2.4783362632448025,2.4418706357479096,5.60711448951201,5.37395098101009,2.253852927684784,4.209030471064827,5.3493640146472234,2.428426003997976,3.6247106617147273,5.108577249266885,7.084282670237801,002 IT EP-CLA Glut,01 IT-ET Glut,"Adgrd1,Npsr1,Egr2,Rorb",intratelencephalic-projecting glutamatergic cortical neuron; Endopiriform nucleus-Claustrum; glutamatergic neuron,glutamatergic
0017 IT EP-CLA Glut_2,3.281759664946394,6.204426637280129,3.7130896804832183,1.982038443738764,2.494443856680346,3.060235715823368,2.8018953910144107,3.791223421241298,3.238478672834253,0.03504615354600788,0.4996516750107013,2.461323077028448,5.669361757509636,1.981660705467144,1.6079510594859268,5.847943174352131,2.8533216730565107,0.06134927492682014,5.622385263757115,5.502937229568622,4.31006912861574,1.2777773773246133,1.9352201452682456,0,0.6531054284104559,5.592113195828927,2.012687242078216,1.7935508722059026,6.663124675336092,2.315763868519126,2.286428720740618,5.153232459494248,4.8337139510040386,3.1082078925234526,3.8348648147620703,5.212700565813087,2.6872006437995215,3.342742099278215,4.881576155485372,6.480852408528485,002 IT EP-CLA Glut,01 IT-ET Glut,"Osr1,Npsr1,Rcan3,Tpbgl",intratelencephalic-projecting glutamatergic cortical neuron; Endopiriform nucleus-Claustrum; glutamatergic neuron,glutamatergic
0018 IT EP-CLA Glut_3,3.658911593057014,6.2931911687593205,3.4945179409271963,1.8385687075756691,2.457921757085903,3.1574217306601033,2.8250861272618577,4.366678915313773,2.95937515513317,0,0.2671493831518534,2.1981818764596373,7.222185695493543,2.097841469017235,1.5253789481279012,5.375527504328135,2.6574964265565613,0.09307148810979482,5.004515743738896,5.716849876416696,6.6103561568904565,2.881122751815899,1.7777351060429134,0,0.6233556971356675,5.86962636741432,2.030852022203239,1.8289470358474835,6.423063320082587,1.999505154184393,2.462531584340173,5.126200825781436,4.965045374792975,2.570016715977643,3.7083467551179834,6.061070635512069,2.8249792198877075,3.2768436122584985,5.207886249632449,5.8196823443915395,002 IT EP-CLA Glut,01 IT-ET Glut,"Lamc2,Col14a1,Olfm4,Zan",intratelencephalic-projecting glutamatergic cortical neuron; Endopiriform nucleus-Claustrum; glutamatergic neuron,glutamatergic
0019 IT EP-CLA Glut_3,3.0935488733351955,6.125298800549658,3.656513740256465,1.7648015213708808,2.566886735948623,3.2717415468536153,2.991472760546237,4.444388191775394,3.658488854294566,0.01359350083808249,0.4539181948288224,2.3153882844604716,6.330938536465313,1.9168107509613037,1.6654077846638478,5.518718516449568,2.7226634257611275,0.07204922446369255,4.863610367415305,5.7513811420060135,6.561200254444948,2.0747356095743297,2.004815533213372,0,0.5852688716275849,5.94196032549633,2.0848562021325105,1.8484747775279693,6.833669824901868,2.2012201886977594,2.105793958742834,5.511935782258528,5.243300414723492,2.223428360737153,4.10213180238023,6.406856597194997,2.9339929665382183,3.8987801539056783,5.0738787192787855,6.657522065796122,002 IT EP-CLA Glut,01 IT-ET Glut,"Bace2,Rxfp1,Krt17,Pparg",intratelencephalic-projecting glutamatergic cortical neuron; Endopiriform nucleus-Claustrum; glutamatergic neuron,glutamatergic
0020 IT EP-CLA Glut_3,2.9418873446328297,5.776788732507726,3.1843863476763716,1.8056161587054913,2.5148066033373824,2.8867410932268416,2.834527618282444,3.877104801136059,3.5255912765041812,0,0.10219758945507008,1.940263250371912,7.813408097068032,1.131888279548058,1.8389066811446304,5.153127387329772,2.6956355964744483,0.16920125353467333,5.308345957116766,4.975987953144116,6.774347059019319,1.5802494745988112,1.922564006113744,0,0.23495600249741103,5.953813170338725,1.1422500217353904,1.9648814699152013,6.639632434635372,2.682114553975535,1.7772393069424473,5.6847697247515665,6.028870126703283,1.3782218655387124,3.9001802926535136,6.383277143750872,2.5820489689544006,3.8986993621993857,5.72566531254695,6.570208025502635,002 IT EP-CLA Glut,01 IT-ET Glut,"A830029E22Rik,Col14a1,Egr2",intratelencephalic-projecting glutamatergic cortical neuron; Endopiriform nucleus-Claustrum; glutamatergic neuron,glutamatergic
0021 IT EP-CLA Glut_4,3.1441274236583108,5.896836991580027,4.4053108467246,1.552590308699218,3.33640959127894,3.37018698791288,2.9267544011649846,5.014313838766806,3.4229903176145733,0,0.4816740353902181,2.4684552591551774,7.245474401509987,1.2091579122363396,1.985189739263283,6.2588964633221895,3.8643968412711183,0.03369004771394549,5.250888930176789,6.494857968024488,3.6576700525463752,2.8977857858130016,2.0229738920739613,0,0.5578360939925572,4.8301912246260255,1.486673967643354,1.8463486433029177,7.570918784951264,3.0298699148046144,3.298631322458855,6.328944323197851,4.727896272011523,1.9145946397721392,4.699601977126403,6.89649227880082,3.4084052792135275,4.45406097960922,5.554025837460404,7.013100858004588,002 IT EP-CLA Glut,01 IT-ET Glut,"Blnk,Igf1,Medag,Ntn4",intratelencephalic-projecting glutamatergic cortical neuron; Endopiriform nucleus-Claustrum; glutamatergic neuron,glutamatergic
0022 IT EP-CLA Glut_4,2.6512083848776844,5.199218158777049,4.185093480727576,1.329583235558747,2.865264186969382,2.7549796538545905,2.75876502839127,4.294769551023583,3.665063759495068,0.0170040888593376,0.7388737635805428,1.8687405538007704,5.74748635154239,1.3348187821448882,1.648455058908187,5.786274129944729,2.735918423343945,0.04936209923959191,4.842363425761978,5.819156058261849,4.336101423798269,2.436050116671303,1.8432842768685669,0,0.5992549520007447,3.9556822611417384,1.8348548357197312,2.2313521183984126,7.049429358774527,2.5643437184350337,2.579953510637228,5.93290773016869,4.401125652941666,2.291215378425025,4.385243156052738,6.493250875803777,2.742081305195142,4.070074146193576,4.659458295458314,7.569583427010244,002 IT EP-CLA Glut,01 IT-ET Glut,"Gm40518,Adamts4,Npsr1",intratelencephalic-projecting glutamatergic cortical neuron; Endopiriform nucleus-Claustrum; glutamatergic neuron,glutamatergic
0023 L5/6 IT TPE-ENT Glut_1,2.436755375587809,5.373735501103769,4.048199125135835,1.5781222259400087,2.526972137728986,3.199085327227813,2.5935502735170624,4.742082968773719,2.955475420817605,0.00935815043081706,0.4557145514424019,2.5512258201071507,6.433032151389151,1.5857470181463982,1.8152916696985029,5.024107742192841,2.2806715524619765,0.09563867961178504,5.166290512867044,6.642774385804792,6.367076729035582,3.312717031527908,2.0726486381731535,0,0.6053669694879501,5.078860321418454,1.5306136543922937,2.0429867700088855,6.662674485396872,2.9288376880538363,2.709439252552233,5.572189317630875,4.1315748034959325,2.6213785224620394,4.458339558966741,5.767854014691991,3.1888470967805227,4.205792695539234,5.129862787965753,7.076943033328109,003 L5/6 IT TPE-ENT Glut,01 IT-ET Glut,"Gm39822,Trdn,Inhbb,Tmem40",intratelencephalic-projecting glutamatergic cortical neuron; glutamatergic neuron,glutamatergic
0024 L5/6 IT TPE-ENT Glut_1,2.560045106433203,4.602530779121084,3.5909421774106085,1.4635353904272046,1.8874495292948024,2.926949866125968,2.1904459761557344,3.2351580637590227,2.6016013320689195,0.02145743909752004,0.2749967422688531,1.8332495552880783,5.893605394147525,1.2306445048112526,1.44470604980357,5.198306360511424,1.8035985042505989,0.05998245599901628,5.069956268038794,6.116156678383899,4.3210549624401144,2.309961514847574,1.4093525962093063,0,0.5115276348098775,4.148541253670237,1.5071482788548172,2.158199523958798,6.584974430531224,2.1118746460992073,1.8980902927058356,5.411470433525969,4.112941809564075,2.2841014579513894,4.260778372202034,5.6891511632662795,3.1886771210976512,3.6165143802226303,4.44084331992463,7.264620716181322,003 L5/6 IT TPE-ENT Glut,01 IT-ET Glut,"Ighg2c,Dcn,Satb2",intratelencephalic-projecting glutamatergic cortical neuron; glutamatergic neuron,glutamatergic
0025 L5/6 IT TPE-ENT Glut_1,2.683624191675335,4.617937817238271,4.2713562194257975,1.1203394504263997,2.5745705533772707,3.048546511679888,2.082110843155533,4.392446977086365,2.7005202719010413,0.02501690201461315,0.14431476732715964,2.0737866112031043,5.221284746192396,1.466476125176996,1.811896186787635,5.785359723493457,2.2291273530572653,0.0641659228131175,4.729366222862154,6.802928488701582,5.4767435900866985,3.983833841979504,1.5516700954176486,0,0.45766689302399755,4.347370148170739,1.3890907214954495,1.9042181842960415,6.962941586971283,2.693554458208382,2.2782382327131927,5.687899015378207,3.9810042334720497,1.9307610443793235,5.3212242517620325,6.22254844289273,3.1793014598079026,4.028466621879488,4.938724869862199,7.138513176701963,003 L5/6 IT TPE-ENT Glut,01 IT-ET Glut,"Dcn,Dkkl1,5830418P13Rik",intratelencephalic-projecting glutamatergic cortical neuron; glutamatergic neuron,glutamatergic
0026 L5/6 IT TPE-ENT Glut_2,2.9226344006149856,5.292434240765042,3.918218680982237,1.6998705822273537,2.515735920376248,3.1962470640253136,2.6385448806197553,4.548192541899504,3.279811944820263,0.01836110291657624,0.5436099315925881,2.6881227579470033,5.708176067634865,1.4051621485816108,1.6574311375794588,5.274766210485388,2.604400514814589,0.0934101852134422,5.440149636869077,6.425300229107892,5.790184420974167,2.539311257538972,1.9074187089425547,0,0.6360786716319896,4.868011946713483,1.686069255122432,1.9139802085028752,6.860544778611925,2.3536754633585613,2.399505454522592,5.355893620738277,4.183585690674958,2.3850734208424886,4.045831995010376,5.822334432390001,3.1360325101216633,3.979040407251429,5.109800461804426,7.164329618665907,003 L5/6 IT TPE-ENT Glut,01 IT-ET Glut,"Prss22,Il1rapl2,Fgf11,Met",intratelencephalic-projecting glutamatergic cortical neuron; glutamatergic neuron,glutamatergic
0027 L5/6 IT TPE-ENT Glut_2,2.136349455752134,4.5385312369453725,3.8749178323758633,1.4366260291113744,2.633185766385276,2.92450869228585,2.2921357274216794,3.940059810917174,2.874246678591097,0.02335227777896617,0.19535542921703788,2.3895367475904536,6.854232075733809,1.010103300556601,1.2439424056000252,4.572417773800387,2.3239558839991545,0.11389178771611318,5.021653071469318,5.681149846646073,4.0927975297135495,2.548082258123829,1.4254640903782618,0,0.3592514604612358,4.756619428588186,1.296562323873517,1.6118116904660071,6.680992562651473,2.4204516891536274,2.1343442380670283,5.462967930046567,4.822303502582246,2.0391220549607953,4.25049607550501,5.631111197284497,2.55782094376013,3.4900620996710088,5.152812825488141,7.1485498064425705,003 L5/6 IT TPE-ENT Glut,01 IT-ET Glut,"A830029E22Rik,Dcn,Adamts1,Fibcd1",intratelencephalic-projecting glutamatergic cortical neuron; glutamatergic neuron,glutamatergic
0028 L5/6 IT TPE-ENT Glut_2,2.0539487341931175,5.1469287173127,4.073236724283743,1.4427298809009823,2.8508049534101088,3.1721088130617403,2.506403417100889,4.414720961739239,2.9668509599723887,0,0.27953142589992946,2.5804309892741273,5.840604242731313,0.8160193561421935,1.4749860303215208,4.5276023707537485,2.483350508417154,0.1152282525498576,5.263958304740475,5.642031086815728,5.223834298781793,1.886328934754613,1.3540541161604918,0,0.3156296129869416,4.493727209789506,1.3028225277725247,1.5754668790785993,6.969305532660424,2.155201805093901,2.222884377929465,5.755276038998463,4.2947485112535935,1.6403112402813464,4.244928091167318,5.670368054742587,2.4536838852859804,3.5794295152896956,5.7497566202299195,7.472352091297643,003 L5/6 IT TPE-ENT Glut,01 IT-ET Glut,"Lipg,Lncbate10,Pamr1,Drd1",intratelencephalic-projecting glutamatergic cortical neuron; glutamatergic neuron,glutamatergic
0029 L5/6 IT TPE-ENT Glut_3,3.036964136842692,3.957182821448633,3.0175026231268864,1.6112549751894298,1.6316427978296102,2.803889934150701,2.29743791431661,3.713179345955773,2.81188473193749,0.00423904092947751,0.32433557945806185,2.61641939034715,5.516536510130359,1.321862994433271,1.3615753530716583,4.856443447051255,2.1118921814582663,0.07561352547080988,5.3555744556950176,5.563826764558283,6.338185116802718,0.7552550333602769,1.4519028499321966,0,0.6199931142085343,4.629784178848845,1.329174899216934,1.5350413827712088,6.430906708038403,1.6681892856246927,1.8637731809767255,4.514519561331162,3.678051715058183,2.0238623454766302,3.441937672853634,5.347303984331148,2.278311813970338,2.687774297453304,4.790642366912101,6.588838261296058,003 L5/6 IT TPE-ENT Glut,01 IT-ET Glut,"4930407I19Rik,Satb2,Crispld2,Chst9",intratelencephalic-projecting glutamatergic cortical neuron; glutamatergic neuron,glutamatergic
