cluster,Zdhhc1,Zdhhc2,Zdhhc3,Zdhhc4,Zdhhc5,Zdhhc6,Zdhhc7,Zdhhc8,Zdhhc9,Zdhhc11,Zdhhc12,Zdhhc13,Zdhhc14,Zdhhc15,Zdhhc16,Zdhhc17,Zdhhc18,Zdhhc19,Zdhhc20,Zdhhc21,Zdhhc22,Zdhhc23,Zdhhc24,Zdhhc25,Abhd4,Abhd6,Abhd10,Abhd11,Abhd12,Abhd13,Abhd16a,Abhd17a,Abhd17b,Abhd17c,Golga7,Golga7b,Lypla1,Lypla2,Ppt1,Selenok,subclass_id_label,class_id_label,cluster.markers.combo,descriptor,neuron_type
0528 OB Meis2 Thsd7b Gaba_5,2.544985376085554,2.425518648965018,1.728034836905343,0.8338759558541434,1.4133554458618165,1.6422222137451172,0.7474486214773995,1.958877713339669,2.2435202734810966,0.17616400037493024,0.3851763452802386,1.3204855646405902,2.016547107696533,0,0.447070380619594,4.9428775651114325,1.963433143070766,0.17616400037493024,5.390488025120327,4.507512133462089,1.9799750055585588,0.2034909112112863,0.21028908320835657,0,0.5461790221078056,1.9165744372776576,0.4080597332545689,0.19030814852033345,4.1193673815046035,1.1694699287414552,1.169004235948835,3.2669386318751745,3.5603666850498743,2.247843837738037,3.7045464243207658,2.7742525918143137,1.048618153163365,1.2089458465576173,3.740689550127302,5.744480446406773,039 OB Meis2 Thsd7b Gaba,05 OB-IMN GABA,"Otogl,Cdh23,Igfbpl1,Glp1r","olfactory bulb; Meis homeobox 2; thrombospondin, type I, domain containing 7B; GABAergic neuron",GABAergic
0529 OB Trdn Gaba_1,2.5165028418881827,2.4623702036807815,1.4810840427636145,0.484377622125618,1.1204586637067986,1.0089393418476764,0.734265986695347,2.3272214026814964,0.5424699084347032,0,0.08402740189349316,0.8488036279218742,3.498835065278662,0.4122734170362174,0.5717834061886891,3.8199928860109016,1.996226045022528,0.02954889444941019,3.1438477546814454,2.7258716400368623,0.01402862675218697,0.00711232208343873,0.3724042694252658,0,0.35236018010411396,1.4647403476707428,0.9276229550082042,0.224478278772898,2.555565724889916,0.6834265668708158,1.11335410554725,2.571667061752105,2.974077877749401,1.178540570190154,1.9822742661319104,4.179737813980225,1.3194200126042803,0.854528666978859,2.9936564418685485,4.174023538229456,040 OB Trdn Gaba,05 OB-IMN GABA,"Trdn,Slc12a8,Cpa6",olfactory bulb; triadin; GABAergic neuron,GABAergic
0530 OB Trdn Gaba_2,2.610888133356755,2.319069532120418,1.6802255682114675,0.5722431891664377,1.1461723765757743,1.7789846985477444,0.7455111006578582,3.010260493618014,0.7467086803243029,0.00894716859773825,0.07780946450958146,1.0126201045918517,5.514555196808412,0.5592638885370979,0.6080404737606221,4.576610139638992,1.3692959389034698,0.11867570347623806,3.623266385215426,3.138514248386677,0.02859655806457392,0,0.49534065999726634,0,0.20612138646249553,1.685503868656304,1.1779372932015817,0.4138029434050561,2.9600329061583626,0.7473635028254068,1.0365778011716462,2.618270484876666,3.753758996001223,1.9133945937623256,2.5753573818723003,3.02849494310653,0.9616567693097487,0.9450017497574266,3.2601223001870574,4.214640964492173,040 OB Trdn Gaba,05 OB-IMN GABA,"Trdn,Slc12a8,Cartpt,Ppfibp1",olfactory bulb; triadin; GABAergic neuron,GABAergic
0531 OB Trdn Gaba_2,2.3746426225822663,2.1611311440155885,1.87592543931765,0.5382141630226207,1.236466754931156,1.3516270459255326,0.7255904077369476,2.6973187402030017,0.7635078630714773,0.00737623856446453,0.09243979543168968,0.9022950782954136,3.8159123322674047,0.4697860842553255,0.734845304934778,4.196408404590928,1.6960887712852977,0.14799181323185143,3.6244645542073473,2.892877151364478,0.04233713417409737,0.00707336586212443,0.5631127014338413,0,0.313886182107658,1.874048998199891,1.264384688172385,0.4123520401036628,3.589329793074421,0.7552420054640725,1.1756188766978612,2.473088509568544,3.651029912556443,1.5170789255160038,2.53590007006565,4.385528654027208,1.4727053646729371,1.2041314913847736,3.482210711006806,4.747082299384001,040 OB Trdn Gaba,05 OB-IMN GABA,"Trdn,Lama2,Tmem132c",olfactory bulb; triadin; GABAergic neuron,GABAergic
0532 OB-in Frmd7 Gaba_1,2.0180550771316295,3.4205828773188713,1.7237879624826653,0.6900987286253024,1.123686191878343,1.254912878414096,0.6549124395786808,1.558914888449732,0.8854998791883439,0,0.07633361187078021,1.1159419662456225,2.280472380497734,0.4827718153822846,0.656569939337406,4.113727893926165,1.0952316250292782,0.02924112765317035,2.8436844898359426,3.353463466760471,0.01678161742118409,0.03842893929650941,0.5182997502651311,0,0.24780573239786371,1.748143599118073,0.9210727427816632,0.5232318026160225,3.5440861099262526,1.0835350356126194,0.928080767181319,3.1970612247583223,2.494025785184754,0.8403851397751552,2.4776060900712378,2.2008292989682423,1.4379959481621756,1.5563362373313323,2.819984622655181,4.92045864308546,041 OB-in Frmd7 Gaba,05 OB-IMN GABA,"Lgr6,Moxd1,Lrrc38","olfactory blub, inner layers (mitral cell, internal plexiform  and granule cell layers); FERM domain containing 7; GABAergic neuron",GABAergic
0533 OB-in Frmd7 Gaba_1,2.266505876953368,3.045285470486805,1.9770374111429492,0.6073276119169583,1.2172744312143304,1.3212471047422445,0.8346219035978893,2.0207288897881415,0.8426168105773282,0.00123155525017947,0.07679853727713584,1.1760222333951895,2.386059949949097,0.6869075932080233,0.6813783228704754,4.50084492112905,1.3158848561762198,0.03534984543912577,3.40214112002806,3.7215649351736104,0.01794624350968516,0.06903813861090423,0.6512168914680463,0,0.3314607159050764,2.044423515898378,1.149636924071207,0.49663377322336905,3.992393360638697,1.153642125382314,0.9986117305299568,3.186829259123983,3.045698367873101,0.9931261127005148,2.486733496720054,1.8037272628573149,1.7067084312438965,1.7298381521955544,3.2092155584191357,4.640690161709041,041 OB-in Frmd7 Gaba,05 OB-IMN GABA,"Lgr6,Trdn,Tpbg,Kcnj6","olfactory blub, inner layers (mitral cell, internal plexiform  and granule cell layers); FERM domain containing 7; GABAergic neuron",GABAergic
0534 OB-in Frmd7 Gaba_1,2.9548790882928326,3.3954509791144867,2.735496032225035,0.949545246472945,2.039900957694899,1.68365244559287,1.1066963343158511,2.837990430804928,1.2977871443423663,0,0.08932444631599368,1.776486995041176,2.4881747762578357,0.9468970205371346,0.8957194503684558,5.427210039360868,1.894830224303867,0.0474016902496039,4.550890770518871,4.628973326304273,0.03552511130116061,0.16339012899388428,0.9679927530174546,0,0.5249628434373194,3.003771441026922,1.7870207714956654,0.9130561888801648,4.931506584466347,1.747488225245761,1.5862036846148435,3.926274385234347,3.998854595636777,1.1468633567677229,3.253288299137153,1.5164233961094968,2.616012657817222,2.201708091615463,3.8779468494867735,5.3594006376505154,041 OB-in Frmd7 Gaba,05 OB-IMN GABA,"Akr1c18,Cpa6,Met","olfactory blub, inner layers (mitral cell, internal plexiform  and granule cell layers); FERM domain containing 7; GABAergic neuron",GABAergic
0535 OB-in Frmd7 Gaba_1,2.254469875677043,3.5604132589110797,2.2178159943158926,0.6534807669569211,1.3540602794294785,1.4431431937674877,0.8099925923943173,2.189964290554616,1.2015622508588188,0,0.08835774698207574,1.301604310278973,2.220829023586187,0.6087132578045736,0.6608287671636108,4.5223806670486475,1.3535397472525668,0.05017637721609751,3.4343278378958204,3.927434501503873,0.01661705513598959,0.05879837631278784,0.6690933437003845,0,0.2883674825505418,2.0883616337174944,1.1272760753642674,0.6308449083535496,3.617434870704948,1.1755945149166234,1.211715671366415,3.430589177731786,3.4165111247499897,0.8615788970140438,2.7136122153845728,2.768206371116749,1.703349638788732,1.6779484532725872,3.508991080754583,4.894069772484273,041 OB-in Frmd7 Gaba,05 OB-IMN GABA,"Lgr6,Lrrc38,Cpa6,Tpbg","olfactory blub, inner layers (mitral cell, internal plexiform  and granule cell layers); FERM domain containing 7; GABAergic neuron",GABAergic
0536 OB-in Frmd7 Gaba_1,1.6089467872013707,2.8242032595112425,1.2829155408857624,0.40897354073854314,0.657323068477067,0.8759108208673414,0.4636704728299995,1.1933926788789406,0.512103514219328,0,0.03414412892648647,0.749125226759483,1.3790859980627983,0.2371913539762684,0.4382486518481977,2.7335357613078965,0.7082966880651747,0.01984951457439784,2.528867849623617,2.363246672790749,0.02362088705106844,0.01774792687491816,0.31971180062330656,0,0.2500685238614233,1.2949197607911824,0.5885407293484213,0.2140390921819933,2.411696750215747,0.7340994076684029,0.6823672409448535,2.278529982603482,2.197707472857403,0.5589182718913847,1.9382355447308208,1.4664158906619025,0.8862942720864391,1.0079934741573189,2.2235226785902484,4.6158002109022656,041 OB-in Frmd7 Gaba,05 OB-IMN GABA,"Lgr6,Cort,Nr2f1,Lrrk2","olfactory blub, inner layers (mitral cell, internal plexiform  and granule cell layers); FERM domain containing 7; GABAergic neuron",GABAergic
0537 OB-in Frmd7 Gaba_1,2.621685981289442,4.124544988966768,1.845066224238748,0.6765002289937165,1.3200308002364038,1.4400680635891956,0.9176974935503184,2.3692652948453437,1.0265656043939342,0.00218308468539654,0.09162089212061214,1.5010119014316134,3.1173219165951074,0.7972762067738091,0.6866625849298347,5.1497519026831515,1.5725057521399286,0.03901529415869211,3.7215697482767367,3.751318221068788,0.03374340405309337,0.05633539058902609,0.7497238551530108,0,0.35691020882741514,2.3603326690522604,1.2539580543173203,0.5036019519741054,3.7555039632657543,1.1916064698539957,1.2744018681705762,3.569092201942614,3.220852438078602,1.0628904891757536,2.4980544892184233,1.8476252608867496,1.5612624551218126,1.674885501005563,3.4591635235002736,4.772580824796587,041 OB-in Frmd7 Gaba,05 OB-IMN GABA,"Lgr6,Gcnt1,Igfbp6,Atp8b1","olfactory blub, inner layers (mitral cell, internal plexiform  and granule cell layers); FERM domain containing 7; GABAergic neuron",GABAergic
0538 OB-in Frmd7 Gaba_1,1.9152427683779292,3.5880744575456274,1.3713307009154725,0.5453532879688782,0.7687887738615332,1.1862463819082525,0.6693037210244634,1.318572414051849,0.83521632893348,0.00238202313646069,0.12455155107948908,1.1965441706866813,1.836735414829242,0.6937144582531027,0.6712566363143675,3.959447564421664,1.0065215352421335,0.01997603835863063,3.101219201963023,2.9834747237692474,0.03047492453457844,0.01417113240887408,0.4910194394823358,0,0.2429504253291654,1.7464046224961338,0.8958475975090661,0.4738644733785125,2.761055465214343,0.9272697070146942,0.9211830633805784,2.5884584305905096,2.5363701014693754,0.803023824212786,2.091803789599358,2.455732782963239,1.2858335568071255,1.480575334158392,3.126542173810567,4.335376035453271,041 OB-in Frmd7 Gaba,05 OB-IMN GABA,"Gcnt1,Kcnh8,Gm16701,St3gal1","olfactory blub, inner layers (mitral cell, internal plexiform  and granule cell layers); FERM domain containing 7; GABAergic neuron",GABAergic
0539 OB-in Frmd7 Gaba_1,1.7704742678942698,3.443167057439354,1.4527441619884534,0.5293414263425575,0.7698657669696226,1.0532865653506427,0.5945411717303947,1.3954801060536952,0.7006463744293087,0,0.04604718341475642,1.0983458932827057,2.009625314634278,0.3765066171616686,0.5412565148051718,3.417695787736335,0.7527593039102378,0.03824776206915657,2.915019767733952,2.791575100352812,0.01065645120984681,0.01567877492018108,0.427893869043249,0,0.2648490897506352,1.3981122712152183,0.8005171714082085,0.36224610364926146,2.524156997560064,0.8614280434717215,0.7715350121629835,2.9427951273273876,2.3300750791286227,0.7748269672271763,2.2172970581557188,1.945137981727781,1.136969071023214,1.3283657200317611,2.603806708152464,4.8993342996855,041 OB-in Frmd7 Gaba,05 OB-IMN GABA,"Lgr6,Npy,Mlip,Zar1","olfactory blub, inner layers (mitral cell, internal plexiform  and granule cell layers); FERM domain containing 7; GABAergic neuron",GABAergic
0540 OB-in Frmd7 Gaba_1,2.421292134550263,4.922963929583833,1.5031439069181438,0.5406922445989405,1.010392152941224,1.2610499853540948,0.7508908274860585,1.8551442401669596,0.9254925654966228,0.00170456740063016,0.08696130345533294,1.305401069030686,2.949841605810827,0.6185820455860613,0.6749356533000456,4.194291161463229,1.1349326201763252,0.0433824570249265,3.2876421803438283,3.084157338849914,0.02739852284452009,0.02108961265512938,0.48287429176464747,0,0.3411435048592572,2.020171717484753,0.9428835931555424,0.3266358751751038,2.5274957356725793,0.9037995301233178,1.1103619470849084,2.8360083341775684,2.772321414439608,0.82420768837011,2.2485888271246743,1.5072163173636794,1.3688031319553733,1.4468276656615962,3.0211694179149378,4.85338782584989,041 OB-in Frmd7 Gaba,05 OB-IMN GABA,"Lgr6,Scgn,Atp8b1,Pde1a","olfactory blub, inner layers (mitral cell, internal plexiform  and granule cell layers); FERM domain containing 7; GABAergic neuron",GABAergic
0541 OB-in Frmd7 Gaba_1,1.789330525987861,4.37625260942695,1.357670782851715,0.4496418053076333,0.8576273133917873,1.1011325428608945,0.5859964755402893,1.8485439536379735,0.7309012401576231,0,0.06425043314444918,1.168253998796479,2.2407146862574985,0.3870778730651196,0.693808552168426,3.206883354347293,0.9354845782001766,0.02434327078609764,3.069993455298379,3.0210437866247575,0.02420877408580619,0.0378232013706972,0.4024655976358439,0,0.3173013008227583,1.632866501665058,0.8313431344827971,0.2772890156199809,2.226329906504838,0.9082542690767104,0.9017998201935804,2.4336051746290557,2.5054084301567308,0.673830007161556,2.1259262902396068,1.3246962958309545,1.1470143626145526,1.3241340321223705,2.7109654570827963,5.750412211698644,041 OB-in Frmd7 Gaba,05 OB-IMN GABA,"Scgn,Apold1,Crhbp,Tmem200a","olfactory blub, inner layers (mitral cell, internal plexiform  and granule cell layers); FERM domain containing 7; GABAergic neuron",GABAergic
0542 OB-in Frmd7 Gaba_2,2.112216403356764,2.2308456174779048,1.3843542718435242,0.503542944604554,0.8925946594414825,1.306403010293408,0.6534099752796093,1.764006310100822,0.6085560728303302,9.9042679132151e-4,0.04807612008265355,1.0164439008873067,2.5386098583239214,0.49934430546111547,0.49461208109339966,3.982090829481137,1.029911477255817,0.03422656167306338,2.9707319045706653,2.950206802260276,0.0305598047640514,0.02839610937916349,0.4586981148576499,0,0.2743040962501218,1.7859699056785665,0.8803079404498381,0.30862463514808286,3.3510344182105953,0.8384552046395605,0.902204547877789,2.5525029402500983,2.5181550510669473,0.8904059804100786,2.0491248610010873,2.1862779192347515,1.1174270764589502,1.2457843583897918,2.637811854091389,3.733093643770826,041 OB-in Frmd7 Gaba,05 OB-IMN GABA,"Trdn,D030025E07Rik,Lama3","olfactory blub, inner layers (mitral cell, internal plexiform  and granule cell layers); FERM domain containing 7; GABAergic neuron",GABAergic
0543 OB-in Frmd7 Gaba_2,2.577534633874893,3.3918280121633564,1.397742440740941,0.6606068165625556,0.8505561090121835,1.5284574064157777,0.8126154929904614,1.7479475589121802,0.7803786425267236,0,0.0794169960385662,1.3718700779696642,4.873037946527287,0.7318975077847303,0.5827079331470748,4.506665656829284,1.2155574029785092,0.05570109062275644,3.580124987485045,3.1482641337281567,0.04957096061464083,0.01983592197046441,0.6146912595983279,0,0.31786085074230774,2.3726192389504384,0.9482377797870312,0.35944466823238436,3.9348570443816104,0.899009731058347,1.1993014368970516,2.824467305005607,2.918062492447384,0.928672099315514,2.148694969839969,1.634995721659418,0.9752441329471137,1.2744563839193117,2.9601719745134902,4.146547012106847,041 OB-in Frmd7 Gaba,05 OB-IMN GABA,"Dnah11,Ctxn3,Cpa6,Tns1","olfactory blub, inner layers (mitral cell, internal plexiform  and granule cell layers); FERM domain containing 7; GABAergic neuron",GABAergic
0544 OB-in Frmd7 Gaba_2,2.7597878473705366,3.7336131507664265,1.543866694805103,0.6605028587471201,1.0529170698182582,1.4973553738489194,0.8961958788224331,2.0942948351066484,0.7572725055403223,0.00187074864663308,0.06673753129080075,1.5964997678988084,6.0689807840204315,0.9494967734624828,0.7058986930820107,5.024589419393117,1.4017169992533045,0.07626510292228217,3.7695737781466025,3.4954717525158348,0.05230857666910441,0.06835231986218351,0.7021456290204691,0,0.33211861831636175,2.5341726257096906,1.1510040192323308,0.3866358005174595,4.208852923206754,1.0557194406694768,1.207501647432354,3.1766016278658165,3.3162723649729227,1.279649232290236,2.183034012069035,2.380329438207504,1.0746061951309605,1.326762970978274,3.340583236258654,4.112087687016323,041 OB-in Frmd7 Gaba,05 OB-IMN GABA,"Dnah11,Trdn,Sulf1,Sox1ot","olfactory blub, inner layers (mitral cell, internal plexiform  and granule cell layers); FERM domain containing 7; GABAergic neuron",GABAergic
0545 OB-in Frmd7 Gaba_2,2.3965901118513036,3.64810784388221,1.2878983119799536,0.5242227959513638,0.742789572491597,1.1016630813281778,0.5916889949217131,1.2059138868912118,0.7223285957895483,0.00144334232374283,0.05773157574711066,1.2257025781520736,3.4099409536165526,0.6783331830389061,0.5704871129149793,4.0552796713034205,1.036532831389014,0.0180695646351953,2.9989998793182076,2.810453397290918,0.01848175775022396,0.02654655281941147,0.4199154536136728,0,0.2874498670063322,1.7408503671137243,0.8047033544466998,0.4231305954948304,2.7601317339136333,0.8630675788443097,0.9040611687627246,2.4792984458357648,2.4084009053163307,0.8343416391494197,1.8428202180350233,1.527692653065429,1.0064649386985531,1.1569050951454012,2.554087434599881,4.10813920273421,041 OB-in Frmd7 Gaba,05 OB-IMN GABA,"Lgr6,Adamts19,Rbm20,Ankfn1","olfactory blub, inner layers (mitral cell, internal plexiform  and granule cell layers); FERM domain containing 7; GABAergic neuron",GABAergic
0546 OB-in Frmd7 Gaba_2,2.5117189410189065,4.1486250049395075,1.749048199657176,0.6329586337239371,1.229501256282349,1.5087265719785143,0.8950254599371688,1.9515148661337232,0.924497715856988,0,0.08317366839342835,1.2977481513261262,5.467687799605699,1.002075634513963,0.6371477156189601,4.988799622408596,1.3593967438454249,0.06249348582923191,3.9166057658390776,3.734420504751085,0.03595331011649307,0.08575528642621753,0.49431508739582214,0,0.28752717453423315,1.941856967275567,0.9666646782000918,0.36560248405473583,3.617168135724668,0.8583241070018095,1.163648684523661,2.8318058604725422,3.458464940270646,1.05913214282322,2.0584719118926387,1.8693161326740009,1.2518621087518096,1.3343669113079648,3.127042617357585,4.190857170414588,041 OB-in Frmd7 Gaba,05 OB-IMN GABA,"Dnah11,Npffr2,Syne2,Stard8","olfactory blub, inner layers (mitral cell, internal plexiform  and granule cell layers); FERM domain containing 7; GABAergic neuron",GABAergic
